yes,re-cut,0.2887,unknown,-0.2180,short-cropped,0.2057,marble,0.2041,fifth,-0.1963,stubble,0.1930,africa,0.1756,re-worked,0.1682,sleeved,-0.1657,worked,0.1620,separately,0.1620,clean-shaven,0.1596,porphyry,-0.1478,man,0.1478,re-used,0.1458,magna,0.1458,lepcis,0.1458,civica,0.1458,tripolitania,0.1426
short,male,0.3788,female,-0.3679,bearded,0.3450,woman,-0.3099,man,0.2761,braid,-0.2577,beard,0.2180,clean-shaven,0.1765,statue,-0.1736,central,-0.1699,encircling,-0.1697,sleeved,-0.1544,headless,-0.1421,sixth,-0.1410,tunic,-0.1391,head,0.1380,corona,0.1372,civica,0.1304,portrait,0.1301
400,early,-0.3822,late,-0.2476,earlier,-0.1642,short-cropped,-0.1633,caria,0.1614,aphrodisias,0.1353,280,-0.1351,stubble,-0.1335,century,0.1325,380,-0.1313,brushed,0.1303,forward,0.1254,450,-0.1248,tetrarch,-0.1239,310,-0.1171,welschbillig,0.1135,stratonicea,0.1135,wreath-style,0.1128,260,-0.1123
early,400,-0.3822,fourth,0.2980,late,0.2768,320,0.2190,500,-0.2067,300,-0.2016,340,0.1791,short-cropped,0.1779,420,0.1720,310,0.1653,280,0.1606,430,0.1563,stubble,0.1501,325,0.1485,tetrarch,0.1472,315,0.1426,earlier,-0.1414,century,0.1410,425,0.1359
300,fifth,-0.2524,late,-0.2289,early,-0.2016,320,-0.1783,450,-0.1669,260,0.1528,380,-0.1486,central,0.1451,diadem,-0.1374,woman,0.1309,braid,0.1293,wreath-style,-0.1238,histria,0.1179,venetia,0.1179,1910,0.1175,milan-munich,0.1175,colobium,-0.1174,425,-0.1130,310,-0.1130
fifth,500,0.5320,450,0.3885,wreath-style,0.2866,380,0.2833,300,-0.2524,minor,0.2353,asia,0.2353,colobium,0.2252,sleeved,0.2237,short-cropped,-0.2223,ephesus,0.2105,fourth,-0.2100,420,0.2047,yes,-0.1963,425,0.1962,chlamys,0.1933,italy,-0.1904,long,0.1881,caria,0.1843
minor,minor,1.0000,caria,0.5118,aphrodisias,0.4716,ephesus,0.4266,unknown,-0.3758,rome,-0.3168,italy,-0.3075,uncertain,-0.2878,awarder,-0.2878,pamphylia,0.2817,balkans,-0.2752,provenance,-0.2455,fifth,0.2353,hairstyle,0.2292,thrace,-0.2260,epirus,-0.2260,macedonia,-0.2260,achaea,-0.2133,roma,-0.2133
asia,minor,1.0000,caria,0.5118,aphrodisias,0.4716,ephesus,0.4266,unknown,-0.3758,rome,-0.3168,italy,-0.3075,uncertain,-0.2878,awarder,-0.2878,pamphylia,0.2817,balkans,-0.2752,provenance,-0.2455,fifth,0.2353,hairstyle,0.2292,thrace,-0.2260,epirus,-0.2260,macedonia,-0.2260,achaea,-0.2133,roma,-0.2133
tunic,chiton,0.8033,head,-0.6929,footwear,0.5487,cloak,0.5398,statue,0.5336,sleeved,0.5127,toga,0.4675,closed,0.4615,boots,0.4598,mantle,0.4169,standing,0.4149,scroll,0.3909,himation,0.3868,bundle,0.3700,strapped,0.3529,colobium,0.3318,plain,0.3204,umbo,0.3076,portrait,-0.2997
rome,roma,0.6732,including,0.6657,portus,0.6657,ostia,0.6657,sicily,0.3903,italy,0.3621,et,0.3590,corsica,0.3351,sardinia,0.3351,asia,-0.3168,minor,-0.3168,campania,0.2890,uncertain,-0.2678,awarder,-0.2678,balkans,-0.2560,histria,0.2515,venetia,0.2515,aquileia,0.2434,environs,0.2184
italy,provenance,0.5249,sicily,0.4155,et,0.3699,rome,0.3621,sardinia,0.3452,corsica,0.3452,minor,-0.3075,asia,-0.3075,campania,0.2977,uncertain,-0.2599,awarder,-0.2599,histria,0.2591,venetia,0.2591,aquileia,0.2507,balkans,-0.2485,greece,-0.2062,thrace,-0.2041,macedonia,-0.2041,epirus,-0.2041
statue,standing,0.6146,head,-0.5921,footwear,0.5811,tunic,0.5336,boots,0.4787,closed,0.4688,scroll,0.4196,toga,0.4071,portrait,-0.3998,bundle,0.3989,sleeved,0.3843,cloak,0.3584,strapped,0.3530,togate,0.3492,chiton,0.3469,headless,0.3365,umbo,0.3205,plain,0.3189,sandals,0.2977
cloak,mantle,0.6937,himation,0.6619,head,-0.6072,tunic,0.5398,chiton,0.5007,chlamys,0.4644,paludamentum,0.3762,statue,0.3584,armour,0.3501,fibula,0.3485,belt,0.3243,bust,0.3174,sandals,0.3028,portrait,-0.2832,footwear,0.2777,sword,0.2404,standing,0.2334,wearing,0.2222,tondo,0.2100
south,epirus,0.7526,thrace,0.7526,macedonia,0.7526,greece,0.7436,achaea,0.7102,balkans,0.5956,uncertain,0.5047,awarder,0.5047,athens,0.4366,corinth,0.4256,sicily,0.4121,campania,0.3049,agora,0.2730,sparta,0.2293,published,0.2273,record,0.2273,provenance,-0.2228,re-worked,0.2078,road,0.1942
clean-shaven,bearded,-0.4238,constantine,0.3202,female,-0.2350,male,0.2317,stubble,-0.2172,beard,-0.2067,woman,-0.2051,late,-0.1826,short,0.1765,menander,0.1749,roma,0.1704,emperor,0.1671,braid,-0.1670,ostia,0.1665,including,0.1665,portus,0.1665,son,0.1656,yes,0.1596,valens,0.1511
uncertain,uncertain,1.0000,balkans,0.8440,epirus,0.7082,thrace,0.7082,macedonia,0.7082,greece,0.6997,achaea,0.6695,south,0.5047,unknown,0.4955,corinth,0.4302,danube,0.3941,provinces,0.3941,athens,0.3881,earlier,0.3260,record,0.3031,published,0.3031,asia,-0.2878,minor,-0.2878,re-worked,0.2701
awarder,uncertain,1.0000,balkans,0.8440,epirus,0.7082,thrace,0.7082,macedonia,0.7082,greece,0.6997,achaea,0.6695,south,0.5047,unknown,0.4955,corinth,0.4302,danube,0.3941,provinces,0.3941,athens,0.3881,earlier,0.3260,record,0.3031,published,0.3031,asia,-0.2878,minor,-0.2878,re-worked,0.2701
female,male,-0.9282,woman,0.8218,braid,0.6892,central,0.4565,encircling,0.4540,bearded,-0.4123,man,-0.3928,short,-0.3679,veiled,0.3062,headgear,0.2906,empress,0.2446,clean-shaven,-0.2350,stubble,-0.2160,forward,-0.2160,brushed,-0.2143,broad,0.2114,braids,0.2114,beard,-0.2062,crimped,0.1992
balkans,awarder,0.8440,uncertain,0.8440,epirus,0.8213,thrace,0.8213,macedonia,0.8213,greece,0.8121,achaea,0.7751,south,0.5956,danube,0.4941,provinces,0.4941,athens,0.4765,corinth,0.4644,unknown,0.4500,published,0.3183,record,0.3183,earlier,0.3162,minor,-0.2752,asia,-0.2752,rome,-0.2560
hair,beard,0.5134,man,0.3921,short-cropped,0.3225,combed,0.2490,bearded,0.2217,head,0.2100,statue,-0.1947,stubble,0.1803,fucens,0.1673,alba,0.1673,cloak,-0.1604,magna,0.1565,lepcis,0.1565,tunic,-0.1547,full-faced,0.1496,valeria,0.1481,320,0.1473,achaea,-0.1468,lank,0.1465
forward,brushed,0.9918,man,0.2660,combed,0.2521,male,0.2257,female,-0.2160,woman,-0.1829,bearded,0.1819,statue,-0.1765,short-cropped,-0.1759,iamblichus-type,0.1670,head,0.1524,portrait,0.1503,braid,-0.1489,long,0.1486,epirus,0.1453,thrace,0.1453,macedonia,0.1453,greece,0.1412,clean-shaven,0.1346
stubble,short-cropped,0.5639,bearded,0.5166,beard,0.3518,tetrarch,0.2371,male,0.2257,280,0.2245,clean-shaven,-0.2172,female,-0.2160,man,0.1974,yes,0.1930,320,0.1869,woman,-0.1829,maximian,0.1824,hair,0.1803,milan-munich,0.1694,re-cut,0.1654,dresden-stockholm,0.1514,293-305,0.1514,tetrarchs,0.1514
brushed,forward,0.9918,man,0.2601,male,0.2238,female,-0.2143,combed,0.1989,bearded,0.1821,woman,-0.1814,short-cropped,-0.1744,statue,-0.1743,iamblichus-type,0.1686,long,0.1516,head,0.1491,macedonia,0.1485,thrace,0.1485,epirus,0.1485,portrait,0.1481,braid,-0.1477,greece,0.1444,achaea,0.1342
chiton,tunic,0.8033,head,-0.5396,mantle,0.5043,cloak,0.5007,himation,0.4654,footwear,0.3510,statue,0.3469,umbo,0.2821,sandals,0.2752,boots,0.2731,standing,0.2699,closed,0.2690,bust,0.2676,toga,0.2403,tondo,0.2236,plain,0.2174,headless,0.2103,shield,0.1896,palla,0.1857
provenance,italy,0.5249,unknown,0.4287,collection,0.2754,minor,-0.2455,asia,-0.2455,south,-0.2228,awarder,-0.1977,uncertain,-0.1977,balkans,-0.1961,set,0.1889,acquired,0.1855,previously,0.1752,purchased,0.1750,statue,-0.1750,north,-0.1722,greece,-0.1694,macedonia,-0.1677,thrace,-0.1677,epirus,-0.1677
350,earlier,0.2968,fourth,0.2188,later,0.2112,welschbillig,0.1775,villa,0.1334,belgica,0.1221,braids,0.1132,pool,0.1132,sparta,0.1128,stubble-bearded,0.1121,torre,0.1121,annex,0.1121,tempio,0.1121,minerva,0.1121,medica,0.1121,liciniani,0.1121,horti,0.1121,dikka,0.1121,necklace,0.1117
beard,hair,0.5134,bearded,0.4547,man,0.4388,stubble,0.3518,short-cropped,0.3269,short,0.2180,light,0.2073,clean-shaven,-0.2067,female,-0.2062,male,0.1996,engraved,0.1916,head,0.1890,woman,-0.1746,statue,-0.1715,full-faced,0.1586,portrait,0.1540,tunic,-0.1442,braid,-0.1421,cropped,0.1373
north,provinces,0.5574,danube,0.5574,africa,0.5361,sardinia,0.4352,corsica,0.4352,cyrenaica,0.3933,eastern,0.3823,tripolitania,0.3823,byzacena,0.3661,westwards,0.3661,et,0.3465,western,0.3430,histria,0.3267,venetia,0.3267,aquileia,0.3161,magna,0.3137,lepcis,0.3137,proconsularis,0.2940,dacia,0.2574
short-cropped,stubble,0.5639,bearded,0.3969,beard,0.3269,hair,0.3225,tetrarch,0.3132,320,0.2275,280,0.2262,fifth,-0.2223,man,0.2080,male,0.2078,yes,0.2057,maximian,0.1990,female,-0.1989,re-cut,0.1909,diocletian,0.1907,fucens,0.1840,alba,0.1840,minturnae,0.1840,milan-munich,0.1840
separately,worked,1.0000,insertion,0.4228,head,0.2737,cloak,-0.1888,tunic,-0.1864,statue,-0.1768,calabria,0.1652,apulia,0.1652,yes,0.1620,chiton,-0.1454,lucera,0.1430,luceria,0.1430,giustiniani,0.1430,originally,0.1416,re-worked,0.1390,mantle,-0.1271,south,0.1250,bust,-0.1215,himation,-0.1195
worked,worked,1.0000,insertion,0.4228,head,0.2737,cloak,-0.1888,tunic,-0.1864,statue,-0.1768,calabria,0.1652,apulia,0.1652,yes,0.1620,chiton,-0.1454,lucera,0.1430,luceria,0.1430,giustiniani,0.1430,originally,0.1416,re-worked,0.1390,mantle,-0.1271,south,0.1250,bust,-0.1215,himation,-0.1195
woman,female,0.8218,male,-0.8025,braid,0.6501,encircling,0.4266,central,0.4224,bearded,-0.3475,man,-0.3361,short,-0.3099,veiled,0.2987,headgear,0.2712,braids,0.2497,broad,0.2497,crimped,0.2353,clean-shaven,-0.2051,forward,-0.1829,stubble,-0.1829,brushed,-0.1814,beard,-0.1746,short-cropped,-0.1684
greece,epirus,0.9900,thrace,0.9900,macedonia,0.9900,achaea,0.9343,balkans,0.8121,south,0.7436,uncertain,0.6997,awarder,0.6997,athens,0.5743,corinth,0.5598,unknown,0.3525,record,0.3152,published,0.3152,sparta,0.3016,re-worked,0.2888,peribolos,0.2457,lechaeum,0.2457,road,0.2281,iamblichus-type,0.2273
epirus,thrace,1.0000,epirus,1.0000,greece,0.9900,achaea,0.9437,balkans,0.8213,south,0.7526,awarder,0.7082,uncertain,0.7082,athens,0.5801,corinth,0.5655,unknown,0.3619,published,0.3188,record,0.3188,sparta,0.3046,re-worked,0.2921,peribolos,0.2482,lechaeum,0.2482,road,0.2306,iamblichus-type,0.2297
thrace,thrace,1.0000,epirus,1.0000,greece,0.9900,achaea,0.9437,balkans,0.8213,south,0.7526,awarder,0.7082,uncertain,0.7082,athens,0.5801,corinth,0.5655,unknown,0.3619,published,0.3188,record,0.3188,sparta,0.3046,re-worked,0.2921,peribolos,0.2482,lechaeum,0.2482,road,0.2306,iamblichus-type,0.2297
macedonia,thrace,1.0000,epirus,1.0000,greece,0.9900,achaea,0.9437,balkans,0.8213,south,0.7526,awarder,0.7082,uncertain,0.7082,athens,0.5801,corinth,0.5655,unknown,0.3619,published,0.3188,record,0.3188,sparta,0.3046,re-worked,0.2921,peribolos,0.2482,lechaeum,0.2482,road,0.2306,iamblichus-type,0.2297
500,fifth,0.5320,wreath-style,0.3133,early,-0.2067,fourth,-0.2032,agora,0.1961,corinth,0.1767,evangelist,0.1760,chlamys,0.1744,ephesus,0.1659,lower,0.1597,sleeved,0.1535,john,0.1523,buil,0.1523,apostle,0.1516,long,0.1478,late,-0.1423,minor,0.1355,asia,0.1355,1908,0.1332
achaea,macedonia,0.9437,thrace,0.9437,epirus,0.9437,greece,0.9343,balkans,0.7751,south,0.7102,awarder,0.6695,uncertain,0.6695,athens,0.6147,corinth,0.5992,unknown,0.3459,published,0.3404,record,0.3404,sparta,0.3228,re-worked,0.2911,peribolos,0.2630,lechaeum,0.2630,iamblichus-type,0.2439,earlier,0.2353
roma,ostia,0.9557,including,0.9557,portus,0.9557,rome,0.6732,quirinal,0.2275,minor,-0.2133,asia,-0.2133,environs,0.1888,unknown,-0.1864,dei,0.1855,337,0.1816,awarder,-0.1803,uncertain,-0.1803,century,-0.1788,balkans,-0.1724,south,-0.1707,clean-shaven,0.1704,ariadne-amalasuntha,0.1606,ariadne,0.1606
ostia,ostia,1.0000,including,1.0000,roma,0.9557,rome,0.6657,quirinal,0.2300,environs,0.2161,minor,-0.2109,asia,-0.2109,unknown,-0.2023,dei,0.1876,century,-0.1819,awarder,-0.1783,uncertain,-0.1783,south,-0.1772,italy,-0.1732,balkans,-0.1705,clean-shaven,0.1665,trajan,0.1624,colosseum,0.1624
including,ostia,1.0000,including,1.0000,roma,0.9557,rome,0.6657,quirinal,0.2300,environs,0.2161,minor,-0.2109,asia,-0.2109,unknown,-0.2023,dei,0.1876,century,-0.1819,awarder,-0.1783,uncertain,-0.1783,south,-0.1772,italy,-0.1732,balkans,-0.1705,clean-shaven,0.1665,trajan,0.1624,colosseum,0.1624
portus,ostia,1.0000,including,1.0000,roma,0.9557,rome,0.6657,quirinal,0.2300,environs,0.2161,minor,-0.2109,asia,-0.2109,unknown,-0.2023,dei,0.1876,century,-0.1819,awarder,-0.1783,uncertain,-0.1783,south,-0.1772,italy,-0.1732,balkans,-0.1705,clean-shaven,0.1665,trajan,0.1624,colosseum,0.1624
mantle,himation,0.9542,cloak,0.6937,chiton,0.5043,tunic,0.4169,head,-0.4145,sandals,0.3896,tondo,0.3073,palla,0.2674,bust,0.2465,shield,0.2422,alley,0.2174,sebasteion,0.2174,book,0.2097,codex,0.2097,headless,0.2054,atrium,0.2016,aphrodisias,0.1887,footwear,0.1877,caria,0.1876
bust,cloak,0.3174,head,-0.3126,chiton,0.2676,tunic,0.2477,mantle,0.2465,set,0.2185,silver,0.2185,himation,0.2179,small,0.2014,wearing,0.1997,fibula,0.1780,statue,-0.1651,group,0.1596,miniature,0.1406,antioch,0.1406,lances,0.1380,containing,0.1380,turkey,0.1380,cache,0.1380
himation,mantle,0.9542,cloak,0.6619,chiton,0.4654,sandals,0.4088,tunic,0.3868,head,-0.3852,tondo,0.3244,shield,0.2557,sebasteion,0.2288,alley,0.2288,bust,0.2179,atrium,0.2130,aphrodisias,0.2041,caria,0.2037,shoulders,0.1838,headless,0.1828,footwear,0.1791,house,0.1790,1957,0.1783
long,covers,0.4131,ears,0.4131,shoulders,0.3461,long-haired,0.2992,bearded,0.2949,socrates,0.2636,iamblichus-type,0.2621,tondo,0.2238,long-bearded,0.2225,plato,0.1989,fifth,0.1881,atrium,0.1857,shield,0.1804,bornova-heidelberg,0.1722,face,0.1690,sebasteion,0.1631,alley,0.1631,house,0.1547,fillet,0.1547
280,late,0.3716,sparta,0.2529,320,0.2312,short-cropped,0.2262,milan-munich,0.2253,stubble,0.2245,tetrarch,0.2207,310,0.1860,fucens,0.1751,alba,0.1751,hooked,0.1743,nose,0.1743,fifth,-0.1713,bearded,0.1667,early,0.1606,theatre,0.1489,del,0.1422,creased,0.1422,400,-0.1351
braid,female,0.6892,central,0.6662,male,-0.6598,encircling,0.6587,woman,0.6501,broad,0.3068,bearded,-0.2882,man,-0.2789,short,-0.2577,braids,0.2311,reaches,0.1765,crimped,0.1687,clean-shaven,-0.1670,stubble,-0.1489,forward,-0.1489,small,0.1486,brushed,-0.1477,flat,0.1473,fausta,0.1473
footwear,closed,0.7947,boots,0.7786,strapped,0.6170,statue,0.5811,plain,0.5671,tunic,0.5487,bundle,0.4905,sandals,0.4812,scroll,0.4546,standing,0.4505,head,-0.4133,sleeved,0.4001,toga,0.3965,umbo,0.3514,chiton,0.3510,togate,0.3187,open,0.2948,shoes,0.2948,headless,0.2922
standing,statue,0.6146,bundle,0.4552,footwear,0.4505,boots,0.4202,head,-0.4182,tunic,0.4149,toga,0.4140,scroll,0.4075,closed,0.3982,togate,0.3399,sleeved,0.2835,belt,0.2799,chiton,0.2699,antique,0.2693,umbo,0.2668,sandals,0.2550,plain,0.2544,paludamentum,0.2486,sceptre,0.2435
earlier,re-worked,0.3363,awarder,0.3260,uncertain,0.3260,balkans,0.3162,350,0.2968,athens,0.2396,achaea,0.2353,macedonia,0.2249,epirus,0.2249,thrace,0.2249,greece,0.2211,gortyna,0.2109,provinces,0.2091,danube,0.2091,published,0.1980,record,0.1980,noricum,0.1912,creta,0.1912,islands,0.1868
emperor,diadem,0.3148,honorius,0.2831,porphyry,0.2590,man,-0.2421,arcadius,0.2390,milan-munich,0.2390,corona,0.2333,diocletian,0.2232,pearl-edged,0.2232,civica,0.2139,tatianus,0.2136,marble,-0.1937,cuirassed,0.1897,armour,0.1894,throne,0.1849,theodosius,0.1849,julian,0.1849,1931,0.1849,maximian,0.1778
caria,aphrodisias,0.9242,asia,0.5118,minor,0.5118,alley,0.3712,sebasteion,0.3712,atrium,0.3712,house,0.3492,stoa,0.2975,hadrianic,0.2947,shield,0.2929,west,0.2660,tondo,0.2587,stratonicea,0.2494,370,0.2365,bouleuterion,0.2297,workshop,0.2236,tatianus,0.2229,tetrastoon,0.2229,sculptors,0.2229
later,welschbillig,0.2494,late,-0.2378,iamblichus-type,0.2132,pool,0.2132,350,0.2112,250,0.2068,imperial,0.1801,herm,0.1576,vespasian,0.1575,delphi,0.1575,antonius,0.1575,miletus,0.1575,hierapolis,0.1575,260,0.1501,belgica,0.1500,open,0.1434,shoes,0.1434,early,-0.1356,fringe,0.1240
toga,togate,0.6513,umbo,0.6183,antique,0.5620,colobium,0.5126,closed,0.5050,boots,0.4939,tunic,0.4675,strapped,0.4347,standing,0.4140,bundle,0.4124,sleeved,0.4110,statue,0.4071,footwear,0.3965,scroll,0.3921,head,-0.3592,sceptre,0.3021,mappa,0.2532,flavius,0.2532,high,0.2532
wearing,chlamys,0.2492,cloak,0.2222,tunic,0.2119,torso,0.2117,head,-0.2001,bust,0.1997,portrait,-0.1992,greece,0.1981,shoes,0.1946,open,0.1946,macedonia,0.1890,thrace,0.1890,epirus,0.1890,450,0.1862,corinth,0.1795,sleeved,0.1783,sculptors,0.1687,awarder,0.1658,uncertain,0.1658
sleeved,colobium,0.5474,antique,0.5298,tunic,0.5127,toga,0.4110,footwear,0.4001,bundle,0.3990,scroll,0.3846,statue,0.3843,closed,0.3793,strapped,0.3750,head,-0.3740,boots,0.3705,belt,0.3290,mappa,0.3197,chlamys,0.3171,shoes,0.2958,open,0.2958,standing,0.2835,sceptre,0.2835
aphrodisias,caria,0.9242,asia,0.4716,minor,0.4716,atrium,0.4025,alley,0.4016,sebasteion,0.4016,house,0.3797,stoa,0.3228,shield,0.3195,hadrianic,0.3194,west,0.2913,tondo,0.2847,bouleuterion,0.2497,workshop,0.2426,sculptors,0.2412,tatianus,0.2412,tetrastoon,0.2412,370,0.2292,unknown,-0.2271
320,fucens,0.2745,alba,0.2745,280,0.2312,short-cropped,0.2275,early,0.2190,valeria,0.2074,stubble,0.1869,300,-0.1783,sicily,0.1741,lusitania,0.1733,minturnae,0.1563,hair,0.1473,fourth,0.1420,portait,0.1390,southeast,0.1362,gallery,0.1362,throne,0.1362,mid-fourth,0.1351,fifth,-0.1284
450,fifth,0.3885,alley,0.2913,sebasteion,0.2913,atrium,0.2404,370,0.2363,colobium,0.2307,shield,0.2055,house,0.2055,wearing,0.1862,sleeved,0.1816,areopagitou,0.1748,dionysiou,0.1748,makriyianni,0.1748,2005,0.1748,sirzenich,0.1748,1859,0.1748,trier-saarburg,0.1748,kreis,0.1748,basin,0.1748
boots,closed,0.9811,footwear,0.7786,plain,0.6759,strapped,0.5700,bundle,0.5198,toga,0.4939,statue,0.4787,scroll,0.4737,tunic,0.4598,standing,0.4202,umbo,0.4168,togate,0.3856,sleeved,0.3705,head,-0.3258,colobium,0.2940,mappa,0.2882,chiton,0.2731,antique,0.2693,tatianus,0.2567
chlamys,fibula,0.5102,cloak,0.4644,belt,0.3242,sleeved,0.3171,open,0.3152,shoes,0.3152,head,-0.3058,statue,0.2877,tunic,0.2729,1992,0.2567,wearing,0.2492,portrait,-0.2448,torso,0.2362,group,0.2196,armoured,0.2025,fifth,0.1933,sword,0.1901,building,0.1894,stage,0.1881
near,cyprus,0.5050,syria,0.3898,east,0.3613,maritima,0.2243,palaestina,0.2243,caesarea,0.2243,hippodrome,0.2243,orontem,0.1830,orontes,0.1830,amphitheatre,0.1830,antaradus,0.1830,messene,0.1830,mansion,0.1830,god,0.1830,spalato,0.1830,horti,0.1830,medica,0.1830,tempio,0.1830,minerva,0.1830
closed,boots,0.9811,footwear,0.7947,plain,0.6890,strapped,0.5814,bundle,0.5305,toga,0.5050,scroll,0.4839,statue,0.4688,tunic,0.4615,umbo,0.4255,standing,0.3982,togate,0.3942,sleeved,0.3793,head,-0.3172,colobium,0.3007,mappa,0.2939,antique,0.2756,chiton,0.2690,tatianus,0.2617
collection,private,0.3003,provenance,0.2754,previously,0.2302,vitali,0.2265,giustiniani,0.2265,campana,0.2265,acquired,0.2124,dresden-stockholm,0.1918,environs,0.1875,prussian,0.1848,barberini,0.1848,borghese,0.1848,iii,0.1848,appears,0.1848,1863,0.1848,isocrates,0.1848,monza,0.1848,mid-fifth,0.1730,originally,0.1678
re-cut,yes,0.2887,pamphylia,0.1953,short-cropped,0.1909,awkwardly,0.1866,bruttii,0.1866,lucania,0.1866,tetrarch,0.1657,stubble,0.1654,tetrach,0.1474,head,0.1402,minor,0.1341,asia,0.1341,julio-claudian,0.1234,superior,0.1234,room,0.1234,tetrastoon,0.1234,german,0.1234,nude,0.1234,unknown,-0.1224
325,275,0.3149,vienna-izmir,0.2669,licinius,0.2273,lucania,0.1885,bruttii,0.1885,claudius,0.1885,god,0.1885,spalato,0.1885,building,0.1530,agrippina,0.1490,cilicia,0.1490,1931,0.1490,early,0.1485,fourth,0.1436,fifth,-0.1334,nude,0.1248,alien,0.1248,smyrna,0.1248,350,-0.1086
ephesus,asia,0.4266,minor,0.4266,1957,0.3610,scholasticia,0.3610,embolos,0.3340,550,0.3210,library,0.2749,1908,0.2749,1956,0.2724,wreath-style,0.2689,antique,0.2633,colobium,0.2596,celsus,0.2358,1904,0.2358,octagon,0.2358,buil,0.2358,fifth,0.2105,hairstyle,0.2068,gymnasium,0.2001
diadem,jewelled,0.6523,pearl-edged,0.4988,empress,0.3943,valentinian,0.3384,emperor,0.3148,364,0.2778,honorius,0.2542,arcadius,0.2426,valens,0.2426,ariadne,0.2382,lateran-louvre,0.2382,ariadne-amalasuntha,0.2382,conservatori-copenhagen,0.2382,uffizi,0.2382,378,0.2382,525,0.2350,bronze,0.2057,480,0.2023,392,0.2023
scroll,bundle,0.8535,closed,0.4839,boots,0.4737,footwear,0.4546,statue,0.4196,standing,0.4075,toga,0.3921,tunic,0.3909,sleeved,0.3846,head,-0.3267,holding,0.3257,plain,0.3257,colobium,0.3189,antique,0.2930,governor,0.2867,strapped,0.2817,togate,0.2761,umbo,0.2569,buil,0.2382
